,course_id,dept,course_num,title
2012,1366,AKKD,10103,Elementary Akkadian III.
2013,1066,HUMA,11700,Philosophical Perspectives III.
2014,519,CHDV,29900,Honors Paper Preparation.
2015,1707,SPAN,10003,Intensive Elementary Spanish I.
2016,1319,MUSI,10100,Introduction to Western Art Music.
2017,1732,SPAN,29700,Readings in Special Topics.
2018,343,CMST,28902,Reading Madness.
2019,1116,INST,23102,Contemporary Global Issues II.
2020,213,BPRO,26500,Picturing Words/Writing Images (Studio)
2021,1537,PLSC,23915,Plato's Republic.
2022,405,CLCV,14113,Introduction to Roman Art and Archaeology.
2023,990,HIST,28800,Historical Geography of the United States.
2024,823,GEOG,29500,Readings in Culture and Nationality.
2025,996,HIST,29408,Human Rights in Mexico.
2026,1790,REES,21000,Gombrowicz: The Writer as Philosopher.
2027,452,GREK,21700,Lyric and Epinician Poetry.
2028,430,CLCV,25700,Ancient Empires I.
2029,1479,PHIL,20105,Naturalism.
2030,855,GEOS,27300,Biological Evolution.
2031,511,CHDV,27821,Urban Schools and Communities.
2032,413,CLCV,22114,The Poems of Ovid.
2033,39,ANTH,22910,Performance and Politics in India.
2034,2109,BIOS,13140,The Public and Private Lives of Insects.
2035,2298,PHYS,13100,Mechanics.
2036,1483,PHIL,20214,Final Ends.
2037,1387,ARME,10101,Elementary Modern Armenian I.
2038,658,CHIN,11200,First-Year Chinese for Bilingual Speakers II.
2039,378,HIST,16800,Ancient Mediterranean World II.
2040,1171,LLSO,29400,Research Seminar.
2041,621,CMSC,22200,Computer Architecture.
2042,1075,HUMA,13700,Introduction to the Humanities III.
2043,87,ANTH,27615,Citationality and Performativity.
2044,2272,ENSC,25200,Global Warming: Understanding the Forecast.
2045,991,HIST,28900,Roots of the Modern American City.
2046,2030,TAPS,28600,Advanced Study: Directing.
2047,824,GEOG,29700,Readings in Special Topics in Geography.
2048,1343,MUSI,24416,Opera as Idea and as Performance.
2049,1448,NEHC,28002,Islamic Art and Architecture of the Medieval Perso-Turkic Courts (11th–15th Centuries)
2050,810,GEOG,22700,Urban Structure and Process.
2051,1391,ARME,20102,Intermediate Modern Armenian II.
2052,935,HIST,18302,Colonizations II.
2053,1424,KAZK,20103,Intermediate Kazakh III.
2054,808,GEOG,21900,Historical Geography of the United States.
2055,832,GEOS,21005,Mineral Science.
2056,1768,POLI,24100,Polish Through Literary Readings I.
2057,540,CMLT,26601,Kinds of Narratives: the Novella.
2058,2022,TAPS,28442,Thinking Tragedy: Nietzsche’s Geburt der Tragödie.
2059,918,HIST,15604,Ancient Empires III: The Egyptian Empire of the New Kingdom.
2060,1747,CZEC,10200,First-Year Czech II.
2061,1729,SPAN,24701,Literaturas del Caribe Hispánico Insular en el siglo XX.
2062,920,HIST,15703,"Semitic Languages, Cultures, and Civilizations II."
2063,1639,CATA,11200,Accelerated Catalan II.
2064,1464,SUMR,10103,Elementary Sumerian III.
2065,165,PHSC,12700,Stars.
2066,1608,RLST,20701,The Autobiography of Teresa of Avila.
2067,1821,SOSC,15100,Classics of Social and Political Thought I.
2068,645,CMSC,27500,Graph Theory.
2069,2218,BIOS,25308,Heterogeneity in Human Cancer:  Etiology and Treatment.
2070,915,HIST,15300,Introduction to the Civilizations of East Asia III.
2071,923,HIST,16101,Introduction to Latin American Civilization I.
2072,684,JAPN,19000,Introduction to Classical Japanese.
2073,1663,FREN,25910,Racine.
2074,836,GEOS,21400,Thermodynamics and Phase Change.
2075,1505,PHIL,25209,"Emotion, Reason, and Law."
2076,574,CRES,16103,Introduction to Latin American Civilization III.
2077,589,CRES,20140,Qualitative Field Methods.
2078,514,CHDV,27903,Beginning Modern Spoken Yucatec Maya III.
2079,2027,TAPS,28452,Media Ecology: Embodiment and Software.
2080,826,GEOS,13100,Physical Geology.
2081,818,GEOG,28600,Advanced GIS Analysis.
2082,742,EALC,27907,Asian Wars of the Twentieth Century.
2083,922,HIST,15801,Introduction to the Middle East.
2084,1783,RUSS,21202,Fourth-Year Russian through Short Story III.
2085,455,GREK,22314,Hellenistic/Imperial Literature.
2086,2258,BIOS,00299,Advanced Research: Biological Sciences.
2087,1162,LLSO,27704,Political Leadership: Historical and Contemporary Perspectives.
2088,33,ANTH,22535,Engaging Media: Thinking about Media and Their Audiences.
2089,2157,BIOS,21416,Stem Cells and Regeneration.
2090,1131,LACS,29801,BA Colloquium.
2091,644,CMSC,27410,Honors Combinatorics.
2092,1340,MUSI,23900,Rock.
2093,1991,TAPS,10200,Acting Fundamentals.
2094,292,ENGL,25953,Transmedia Game.
2095,536,CMLT,25960,The Archaeological Imagination.
2096,1744,BCSN,20300,Second-Year Bosnian/Croatian/Serbian III.
2097,233,CHEM,11300,Comprehensive General Chemistry III.
2098,632,CMSC,23340,Grid Computing.
2099,464,LATN,10100,Introduction to Classical Latin I.
2100,866,GRMN,10201,Elementary German II.
2101,659,CHIN,11300,First-Year Chinese for Bilingual Speakers III.
2102,1999,TAPS,21600,Acting Workshop.
2103,1527,PLSC,21811,Global Justice.
2104,2112,BIOS,14114,Drugs Galore:  What They Are and What They Do to You.
2105,2311,PHYS,22100,Mathematical Methods in Physics.
2106,2266,ENSC,24000,Geobiology.
2107,2247,BIOS,29325,Social Epidemiology.
2108,240,CHEM,20200,Inorganic Chemistry II.
2109,2015,TAPS,27800,Story through Music and Sound.
2110,949,HIST,22115,Carolingian Renaissance.
2111,2159,BIOS,21506,Biological Physics.
2112,1616,RLST,24050,Understanding Wisdom.
2113,1430,NEAA,20035,Zooarchaeology.
2114,1265,MATH,28410,Honors Combinatorics.
2115,1368,AANL,10102,Elementary Hittite II.
2116,1845,SOSC,29900,BA Paper in Russian Civilization.
2117,786,FNDL,26405,D. W. Griffith.
2118,1276,ENGL,15600,Medieval English Literature.
2119,2110,BIOS,13253,Apes and Human Evolution.
2120,756,FNDL,29901,Independent Study: Junior Paper.
2121,1059,HIPS,29810,Bachelor's Thesis Workshop.
2122,595,CRES,29302,Human Rights II: History and Theory.
2123,2013,TAPS,27500,Costume Design for the Stage.
2124,1696,PORT,10200,Beginning Elementary Portuguese II.
2125,1459,PERS,20101,Intermediate Persian I.
2126,2058,ARTV,23905,Creative Thesis Workshop.
2127,1736,BCSN,10200,First-Year Bosnian/Croatian/Serbian II.
2128,846,GEOS,24220,Climate Foundations.
2129,1146,LLSO,28702,"Ludwig Wittgenstein's ""Philosophical Investigations"""
2130,1240,MATH,21100,Basic Numerical Analysis.
2131,545,CMLT,27602,Renaissance Demonology.
2132,1834,SOSC,23801,Introduction to the Civilizations of East Asia IV.
2133,434,CLCV,25808,Roman Law.
2134,428,CLCV,25510,Homer's Odyssey.
2135,2091,BIOS,11128,Introduction to Human Genetics.
2136,2103,BIOS,13115,From So Simple a Beginning: Evolution.
2137,1625,RLST,26801,Many Ramayanas.
2138,328,CMST,27205,Film Aesthetics.
2139,1263,MATH,28000,Introduction to Formal Languages.
2140,666,CHIN,20501,Fourth-Year Modern Chinese I.
2141,893,YDDH,24216,"Writing the Jewish Body: Health, Disease, Literature."
2142,1887,BANG,10100,First-Year Bangla (Bengali) I.
2143,173,BPRO,24000,Understanding Wisdom.
2144,725,EALC,24611,Cities in Sinophone Cinemas.
2145,1327,MUSI,21814,Introduction to Conducting.
2146,1006,HIST,29661,History Colloquium: Digital Humanities/Digital History.
2147,389,NEHC,20005,Ancient Near Eastern Thought and Literature II: Anatolian Literature.
2148,881,GRMN,29700,Reading and Research Course in German.
2149,869,GRMN,20200,Deutsch-Amerikanische Themen.
2150,743,EALC,28400,"Communities, Media, and Selves in Modern Chinese Literature."
2151,1423,KAZK,20102,Intermediate Kazakh II.
2152,887,NORW,28500,Comparative Fairy Tale.
2153,2107,BIOS,13128,Plant-Animal Interactions.
2154,68,ANTH,25410,Anthropology of Everyday Life.
2155,2145,BIOS,21237,Developmental Mechanisms.
2156,2305,PHYS,18500,Intermediate Mechanics.
2157,169,PHYS,29100,Bachelor's Thesis.
2158,323,CMST,25204,Media Ecology: Embodiment and Software.
2159,1515,PLSC,20693,"Psychology of Power: Hobbes, Spinoza, and Nietzsche."
2160,1903,MALA,20200,Second-Year Malayalam II.
2161,269,CHEM,33000,Complex Chemical Systems.
2162,1857,SOCI,20107,Sociology of Human Sexuality.
2163,608,CMSC,11100,Multimedia Programming as an Interdisciplinary Art II.
2164,1469,TURK,10106,Introduction to Old Turkic II.
2165,1739,BCSN,10303,First-Year Bosnian/Croatian/Serbian III.
2166,1154,LLSO,26201,Economics and Environmental Policy.
2167,483,LATN,29700,Reading Course.
2168,1468,TURK,10105,Introduction to Old Turkic I.
2169,884,NORW,10200,First-Year Norwegian II.
2170,1843,SOSC,29500,Readings in Social Sciences in a Foreign Language.
2171,1201,LING,28600,Computational Linguistics.
2172,1864,SOCI,20126,Japanese Society: Functional/Cultural Explanations.
2173,1372,ARAB,10101,Elementary Arabic I.
2174,474,LATN,21200,Roman Novel.
2175,2254,BIOS,00291,Interdisciplinary Research Seminar II.
2176,1190,LING,23220,The Politics and Psychology of Language.
2177,1888,BANG,10200,First-Year Bangla (Bengali) II.
2178,1765,POLI,20500,Third-Year Polish I.
2179,79,ANTH,26900,Archaeological Data Sets.
2180,1478,PHIL,20100,Elementary Logic.
2181,227,CHEM,00113,Collaborative Learning in General Chemistry III.
2182,128,ARTH,21313,"Video Art: The Analog Years. Theory, Technology, Practice."
2183,91,ANTH,28210,Colonial Ecologies.
2184,639,CMSC,25025,Machine Learning and Large-Scale Data Analysis.
2185,573,CRES,16102,Introduction to Latin American Civilization II.
2186,1946,TAML,10300,First-Year Tamil III.
2187,1121,INST,29800,BA Thesis (Autumn Seminar)
2188,2077,ARTV,29700,Independent Study in Visual Arts.
2189,1621,RLST,25900,Medieval Philosophy.
2190,1624,RLST,26623,Narratives of Assimilation.
2191,1221,MATH,15100,Calculus I.
2192,263,CHEM,32100,Physical Organic Chemistry I.
2193,838,GEOS,22050,Formation of Planetary Systems in our Galaxy: From Planetesimals to Planets.
2194,1225,MATH,16100,Honors Calculus I.
2195,1471,TURK,20101,Intermediate Turkish I.
2196,1016,HIPS,21000,Introduction to Ethics.
2197,1554,PLSC,28005,How Groups Choose.
2198,1910,MARA,20300,Second-Year Marathi III.
2199,1203,LING,29900,BA Paper Preparation Course.
2200,485,CCTS,21002,The Good Physician.
2201,791,GNSE,20170,The Sociology of Deviant Behavior.
2202,939,HIST,19801,The Autobiography of Teresa of Avila.
2203,1094,HMRT,20100,Human Rights I: Philosophical Foundations of Human Rights.
2204,871,GRMN,21103,Erzählen.
2205,2211,BIOS,25227,Endocrinology II: Systems and Physiology.
2206,208,BPRO,26101,On Love: Classical and Modern Perspectives.
2207,34,ANTH,22606,Indigeneities.
2208,1943,SALC,29902,Informal Reading Course.
2209,286,ARTV,23930,Documentary Production I.
2210,1571,PSYC,20400,Cognitive Psychology.
2211,1983,STAT,26700,History of Statistics.
2212,84,ANTH,27505,Professional Persuasions: The Rhetoric of Expertise in Modern Life.
2213,1079,HUMA,16000,"Media Aesthetics: Image, Text, Sound I."
2214,1491,PHIL,21505,"Wonder, Magic, and Skepticism."
2215,1726,SPAN,22003,Introducción a las literaturas hispánicas: del Modernismo al presente.
2216,512,CHDV,27901,Beginning Modern Spoken Yucatec Maya I.
2217,2176,BIOS,23254,Mammalian Ecology.
2218,2099,BIOS,12119,Essentials of Exercise Physiology and Nutrition.
2219,1755,POLI,10300,First-Year Polish III.
2220,1420,KAZK,10102,Elementary Kazakh II.
2221,2006,TAPS,23800,Playwriting: Writing Utilizing Improvisation.
2222,1273,ARTH,23005,Medieval Islamic Art and Architecture: Mongols and Mamluks.
2223,127,ARTH,18700,The Arts of Arabic and Persian Manuscripts.
2224,1046,HIPS,26000,History of Philosophy II: Medieval and Early Modern Philosophy.
2225,40,ANTH,22915,The Crowd.
2226,1504,PHIL,25000,History of Philosophy I: Ancient Philosophy.
2227,890,YDDH,10200,Elementary Yiddish II.
2228,672,CHIN,20601,Fifth-Year Modern Chinese I.
2229,2200,BIOS,24246,Neurobiology of Disease I.
2230,1678,ITAL,10100,Beginning Elementary Italian I.
2231,891,YDDH,10300,Elementary Yiddish III.
2232,387,NEHC,20003,Ancient Near Eastern History and Society III: Anatolia and Levant.
2233,637,CMSC,23800,Game Construction.
2234,1797,REES,26800,Balkan Folklore.
2235,1438,NEHC,20225,Multilingualism and Translation in Modern Jewish Literature.
2236,1357,MUSI,27200,Topics in the History of Western Music.
2237,516,CHDV,29002,The Human Behind Human Rights.
2238,1766,POLI,20600,Third-Year Polish II.
2239,604,CMSC,10200,Introduction to Programming for the World Wide Web II.
2240,598,BIOS,24231,Methods in Computational Neuroscience.
2241,1638,CATA,11100,Accelerated Catalan I.
2242,414,CLCV,22115,Carolingian Renaissance.
2243,719,EALC,24310,Nature in Korean Literature and Visual Culture.
2244,1186,LING,20301,Introduction to Semantics and Pragmatics.
2245,2023,TAPS,28443,Multiples in Wood and Metal.
2246,237,CHEM,12200,Honors General Chemistry II.
2247,382,LACS,16300,Introduction to Latin American Civilization III.
2248,78,ANTH,26830,Archaeology of Religious Experience.
2249,1976,STAT,24400,Statistical Theory and Methods I.
2250,1377,ARAB,19999,Skills Review for Intermediate Arabic.
2251,2275,ENSC,29005,Field Course in Environmental Science.
2252,757,FNDL,29902,Independent Study: Senior Examination.
2253,671,CHIN,20510,Readings in Literary Chinese III.
2254,1108,HMRT,26151,Human Rights and Human Diversity.
2255,804,GNSE,29600,Feminist Philosophy.
2256,1513,PHIL,29902,Senior Seminar II.
2257,234,CHEM,11100,Comprehensive General Chemistry I.
2258,1244,MATH,24200,Algebraic Number Theory.
2259,1300,MENG,23100,Applied Numerical Methods in Molecular Engineering.
2260,211,BPRO,26300,Globalization: History and Theory.
2261,983,HIST,27102,"Lincoln: Slavery, War, and the Constitution."
2262,1118,INST,27702,About Nature: From Science to Sense.
2263,853,GEOS,26600,Geobiology.
2264,1718,SPAN,20402,Curso de redacción académica para hablantes nativos.
2265,459,GREK,25000,Mastering Greek.
2266,1892,BANG,20300,Second-Year Bangla (Bengali) III.
2267,763,FNDL,25815,On the Natural History of Destruction: W. G. Sebald.
2268,734,EALC,26202,Reading Buddhist Scripture as Literature: The Lotus Sūtra.
2269,422,CLCV,24216,Plato's Republic.
2270,1439,NEHC,20485,Jews in Graeco Roman Egypt.
2271,1305,MENG,26010,Conservation Equations.
2272,704,KORE,20403,Advanced Korean III.
2273,1427,NEAA,17205,Islamic Gardens in Landscape and Image.
2274,1095,HMRT,20200,Human Rights II: History and Theory.
2275,1870,SOCI,20226,Urban Schools and Communities.
2276,356,GNSE,15002,Gender and Sexuality in World Civilizations I.
2277,1155,LLSO,26202,Economics of Urban Policies.
2278,2237,BIOS,29265,Evolution and Economics of Human Behavior.
2279,2204,BIOS,25108,Cancer Biology.
2280,494,CHDV,20101,Applied Statistics in Human Development Research.
2281,943,HIST,20803,Aristophanes' Athens.
2282,806,GEOG,20000,Orientation Seminar.
2283,2081,BIOS,10450,Pharmacological Perspectives in Cell and Molecular Biology.
2284,568,CRES,21264,Political Struggles of Highland Asia.
2285,773,FNDL,24330,Short Stories from a Late Ming Collection.
2286,2043,ARTV,15000,Art Practice and Theory.
2287,2032,TAPS,28800,Advanced Study: Scenic Design.
2288,1103,HMRT,23302,Humanitarianism: History and Theory.
2289,1130,LACS,29700,Reading and Research in Latin American Studies.
2290,780,FNDL,21404,Shakespeare II: Tragedies and Romances.
2291,1285,HIST,23510,The Arts of Language in the Middle Ages: The Trivium.
2292,439,CLCV,29800,BA Paper Seminar.
2293,821,GEOG,29300,Readings in Geographic Literature in French.
2294,1293,PHIL,26000,History of Philosophy II: Medieval and Early Modern Philosophy.
2295,1789,REES,20004,Lolita.
2296,1061,HUMA,11000,Readings in World Literature I.
2297,1393,EGPT,10101,Introduction to Middle Egyptian Hieroglyphs I.
2298,1216,MATH,11200,Studies in Mathematics I.
2299,1951,TLGU,10200,First-Year Telugu II.
2300,1165,LLSO,28010,United States Legal History.
2301,4,ANTH,20405,Anthropology of Disability.
2302,421,CLCV,24215,Roman Art II: Late Antique and Early Christian Art and Architecture.
2303,534,CMLT,25015,Allegory in the Western Literary Tradition.
2304,61,ANTH,25117,About Nature: From Science to Sense.
2305,1428,NEAA,20001,Archaeology of the Ancient Near East I: Mesopotamia.
2306,1818,SOSC,14100,Mind I.
2307,932,HIST,17805,America in the Twentieth Century.
2308,506,CHDV,24335,Intro to Medical Anthropology & Critical Studies of Global Hea.
2309,1071,HUMA,12400,Human Being and Citizen II.
2310,1541,PLSC,25715,The Immigrant in Classical Greek Thought.
2311,2050,ARTV,22306,Hybridity and the Multiple: A Course on Moldmaking.
2312,1795,REES,26047,Pushkin and Gogol.
2313,711,EALC,18606,Structuring China's Built Environment.
2314,691,JAPN,20500,Fourth-Year Modern Japanese I.
2315,1543,PLSC,25900,Japanese Politics.
2316,792,GNSE,21209,The Woman in Modern Greek Literature.
2317,1960,TBTN,20200,Second-Year Tibetan II.
2318,155,ASTR,18300,Searching Between the Stars.
2319,2060,ARTV,24121,Adopted Strategies.
2320,1564,PLSC,29700,Independent Study.
2321,911,HIST,15001,"Little Ice Age, 1500 to 1800: Climate, Crisis, Energy Revolution."
2322,123,ARTH,17708,The Plan: Diagramming Modernity in the Twentieth Century.
2323,1213,SWAH,26800,Intermediate Swahili I.
